"x1","x2","x3","x4","dist_x_interest","no_changed","dist_train","dist_x_interest_all","no_changed_all","id","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
1,-0.94497615,0,0.407707986959861,0.0436167315595911,1,0.00131591735096232,0.0554552911158892,1.5,6,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,-0.94497615,0,0.597968743619783,0.0474421859170458,1,0.00127027053688191,0.0554552911158892,1.5,6,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,-0.94497615,0,0.711197212775684,0.0497188001191778,1,0.000701300303234625,0.0554552911158892,1.5,6,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,-0.37690447689194,0,1.912703480779,0.0912285839881337,2,0.00037914572899784,0.0554552911158892,1.5,6,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,-0.611099965978228,0,-0.118178195744887,0.0432413714740774,2,0.000719485130989286,0.0554552911158892,1.5,6,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,-0.701536881177429,0,0.727579043682216,0.0574840736373095,2,0.000637735072062196,0.0554552911158892,1.5,6,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,0.103016436,0,-0.729389535941632,0.0256912903091149,1,0.00356599929706133,0.0337984623720672,1.4,7,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,0.0430990119199183,0,-1.09312366556227,0.0348348535770312,2,0.00140343145199948,0.0337984623720672,1.4,7,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,0.103016436,0,-1.09312366556227,0.0330046655712526,1,0.00323361945777809,0.0337984623720672,1.4,7,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,-0.0180027204049939,0,-1.09312366556227,0.0367012164814826,2,0.000940675324261773,0.0337984623720672,1.4,7,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
1,-1.16593324659449,0,0.54837877,0.0387602859214545,1,0.00074303457337982,0.0337984623720672,1.4,7,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,-0.747769390808243,0,0.19789553,0.0110364937952567,1,0.00221486102802806,0.0190648533708376,1.2,8,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,-0.38645226,0,-0.4382967602856,0.0127915215506173,1,0.000533475970432312,0.0190648533708376,1.2,8,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,-0.846546554988223,0,-1.25540920538008,0.0432743510377823,2,0.000277779442325844,0.0190648533708376,1.2,8,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,-0.38645226,0,-0.4388723491743,0.012803094557374,1,0.000521902963675527,0.0190648533708376,1.2,8,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,-0.38645226,0,-0.568965973421965,0.0154188059131575,1,0.000369256139143289,0.0190648533708376,1.2,8,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.2686219,0,-1.30924097997177,0.0264188380863715,1,0.00199304786444104,0.0259495497729909,1.16666666666667,9,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.264850026228023,0,-0.553087462508631,0.0113305434996541,2,0.00130655682277453,0.0259495497729909,1.16666666666667,9,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,-1.15138445246075,0,0.004712254,0.0433743378375146,1,0.000619350988936837,0.0259495497729909,1.16666666666667,9,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,-0.866150141954066,0,0.004712254,0.0346618068510665,1,0.00132666411864968,0.0259495497729909,1.16666666666667,9,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.2686219,0,-0.512103715640782,0.0103912963333703,1,0.00201537892513843,0.0259495497729909,1.16666666666667,9,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.2686219,0,-1.46350238970051,0.0295204760299686,1,0.00134429833249614,0.0259495497729909,1.16666666666667,9,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.0591032889021816,1,1.96518901348672,0.0674220032661208,2,0.000183290717663307,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,1.08198395505071,0.0415688784020472,1,0.000353530029266657,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.127069495046769,0.0172591948379362,1,0.000624640922863691,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.464721611015465,0.0104702343554284,1,0.00311722934220214,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.474951201130816,0.0102645543677697,1,0.00332290932986082,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.0126824496286539,0.0195591038103012,1,0.000546093063717243,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.417148200887874,0.0114267632385594,1,0.00216070045907115,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
