x1,x2,x3,x4,dist_x_interest,no_changed,dist_train,neg_lik,dist_x_interest_all,no_changed_all,neg_lik_all,dist_train_all,nondom,dist_x_interest_nondom,no_changed_nondom,neg_lik_nondom,dist_train_nondom,id,runtime,job.id,problem,algorithm,dataset,n_synth,node_selector,weight_coverage,weight_proximity,cf_method,log_probs
-4.5897136,-1.16276608767805,-1.6528931,0.0,0.151184952966344,1,0.0056164696778597,0.983418631935788,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-6.279500355165045
-4.5897136,-1.39462398167766,-1.6528931,0.0,0.163721164487709,1,0.0168272551564346,0.997752354835227,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-7.265420902317522
-4.5897136,0.119107021638613,-1.6528931,0.0,0.0818759802816777,1,0.0142251867645747,0.996459485289534,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,True,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-6.972244749210186
-4.5897136,-0.593347771552598,-1.6528931,0.0,0.120397351423219,1,0.0125728409105159,0.9733348926482,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.325145933150879
-4.5897136,-1.54276152680688,-1.6528931,0.0,0.17173074125027,1,0.0248368319189953,0.999595743433159,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-8.074756035285896
-4.5897136,-1.04256958036979,-1.6528931,0.744562233099714,0.330826664841209,2,0.0809471955877155,0.99981441182072,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-inf
1.80156329377956,0.0331186894220219,-1.6528931,0.0,0.233895232879596,2,0.0493253129684261,0.999990321779778,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-11.468872632316161
-4.5897136,-0.462728323711181,-1.6528931,0.0,0.113334952128992,1,0.0113110348236749,0.977812630087061,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.402990403148299
-4.5897136,-1.44871215380041,-1.6528931,0.0,0.166645631517225,1,0.0197517221859502,0.998860963065183,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-7.54474977986973
-4.5897136,-1.09755100144545,-1.6528931,0.0,0.147658870238286,1,0.0091425524059178,0.980126516133875,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-6.064171825750075
-4.5897136,-0.31521806152743,-1.6528931,0.0,0.105359291622429,1,0.0101338268473197,0.968222670767102,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.624884812456432
-4.5897136,-1.39120424427259,-1.6528931,0.0,0.163536264371875,1,0.0166423550406006,0.997685499821274,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-7.248386372993552
-4.5897136,-0.3226734504,-0.79312675121,0.0,0.128674931248245,2,0.0079819227672395,0.776222834218809,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,True,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.55728680209576
-1.9718047422,-0.9525780482,-0.03943477215,0.0,0.243182334263206,3,0.0029743599114148,0.642494659948207,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-3.7520407806096387
-1.2840434086,0.336604778224773,-1.6528931,0.0,0.146338306448838,2,0.0131318409180325,0.998068415057109,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-8.062304768356743
-4.5897136,-0.6222396977,-1.6528931,1.0,0.371959494903415,2,0.0096044941271198,0.979899116741405,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.08696636529805
-4.5897136,-1.0144274012,-1.6528931,1.0,0.393164500790179,2,0.0155661480865422,0.981801837036882,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.272996224958295
-4.5897136,-0.710694372,0.13593984666,0.0,0.174414015938291,2,0.007810528869795,0.839429771906524,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.034923439844554
-3.3277630036,-0.78728349,-1.6528931,0.0,0.159981210089118,2,0.0077478739130736,0.914586867878195,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.6832057252201755
-4.5897136,-0.6359553987,-1.6528931,0.0,0.122701082459197,1,0.0102691098745385,0.976147563394765,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.32383241047654
-3.926447826,-0.7734622122,-1.6528931,0.0,0.145429446193357,2,0.0025348316625713,0.917431439925292,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.914209789625978
-4.5897136,-1.2017359151,-1.6528931,1.0,0.403291993581116,2,0.0114712570520512,0.987700109033718,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.725903958943409
-2.7513264777,-0.4618528784,-1.6528931,0.0,0.155677127870446,2,0.0035256301740632,0.856964364491772,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.60984965877387
-4.5897136,-0.3226734504,-1.6528931,0.0,0.105762393411496,1,0.0105369286363867,0.968756616830778,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.610267626104304
-3.0287217684,-0.7834050516,0.56154769184,1.0,0.475681039065394,4,0.0095492055947242,0.95112722463643,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.869616292823968
-4.5897136,-0.687005960070424,-1.53535406572,0.0,0.128593693480311,2,0.0102751733763485,0.974198930832189,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.141381195991778
-4.3785151397,-0.4863929834,-1.6528931,0.0,0.119484276828177,2,0.0051617101244901,0.952972778667381,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.201517837290037
-0.6917403943,-0.360284702732869,-1.6528931,0.0,0.197675400605248,2,0.0132752936410267,0.995096425883587,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.922891915880075
-4.5897136,0.115647082087402,-1.6528931,0.0,0.0820630540677666,1,0.0140381129784857,0.996002046582799,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,True,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-6.961233254852422
-2.8636837252,-0.7548567729,1.41144585526,0.0,0.250592474849538,3,0.0084844071513148,0.80508150538735,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.634019947064964
-1.5082080348,-1.2392750143,-1.6528931,0.0,0.226374997811447,2,0.0104331791686464,0.995843867503333,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-6.219539414430675
-4.57700043271175,-0.9505860559,-1.6528931,0.0,0.140005834260967,2,0.0121409137731691,0.984540688468885,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.667676712798364
-4.38499268555268,-0.664629195615665,-1.48738299207032,0.0,0.133382683647281,3,0.0079768206291332,0.901620695900024,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.883597471574252
-4.5897136,-0.5090377877,-1.6528931,0.0,0.115838835977803,1,0.0091130206288293,0.979047943159759,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.362642093138194
-4.5897136,-0.1351220642,-1.6528931,0.0,0.0956217688764857,1,0.0123702704358896,0.972380080255691,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,True,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-6.08538233439855
-4.5897136,0.093636366696538,-1.19504077086,0.0,0.0954547799515958,2,0.010491935821766,0.979315999430693,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-6.30645902609078
-1.9718047422,-0.9525780482,-1.6528931,0.0,0.200184111505467,2,0.0039704846954,0.958582143888646,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.076273914678022
-2.2366019771,-0.4298655827,-1.6528931,0.0,0.165816134157342,2,0.0043108775434534,0.884449448291165,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.734503255110572
-4.54988858911559,-0.1460316317,-0.12242594985,0.0,0.137916448214598,3,0.0093509778330489,0.859506873211308,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.779743568418078
-4.43197415059523,-0.4634739561,-1.6528931,0.0,0.11701242182893,2,0.0076335651237373,0.958980369120803,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.266313146624091
-4.5897136,-0.462728323711181,-1.21172685533,0.0,0.125091911781488,2,0.0026063619885075,0.848856347498608,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,True,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-4.750596621526959
-4.2813056412,-0.6504143107,-1.6528931,0.0,0.130594121603666,2,0.0078036671018943,0.937575204306787,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.072170362701701
-3.9452131007,-0.1036049025,-1.6528931,0.0,0.108778568140592,2,0.0071642765819093,0.910187182437522,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,True,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.714597367728028
-4.32828346035841,-0.6070308056,-1.6528931,0.0,0.127165225970298,2,0.0065411995292059,0.938306930081906,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.105073189396679
-4.5897136,-0.494822868749259,-1.6528931,0.0,0.115070256449836,1,0.0095757305028309,0.978622327131752,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.373536593590569
-0.662335480810008,0.0426148585425433,-1.6528931,0.0,0.176569238666075,2,0.0224804513147226,0.998078651061102,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-7.173102094477375
-4.5897136,-0.6898361016,-1.6528931,0.0,0.125614331936376,1,0.0125320988344835,0.986788015320043,0.158957255105106,1.76650943396226,0.945237955623361,0.0106353848146783,False,0.0980137081864011,1.18181818181818,0.958250577680363,0.0101982676818041,1,1.31937602361043,31,sim,cfs,bn_5_v2,,coverage,0,0,MOCARF,-5.33909810034245
