x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,dist_x_interest,no_changed,dist_train,neg_lik,dist_x_interest_all,no_changed_all,neg_lik_all,dist_train_all,nondom,dist_x_interest_nondom,no_changed_nondom,neg_lik_nondom,dist_train_nondom,id,runtime,job.id,problem,algorithm,dataset,n_synth,node_selector,weight_coverage,weight_proximity,cf_method,log_probs
0.0,1.2278153,2.24937371685,-3.2543143162,-0.6530415,0.0,0.74286306,0.84031904,1.0,0.73984146,2.0279353,-0.9079528546,-2.7936761,0.0,2.3822758,0.65225875,-4.3938854311,1.2533818450183,1.08940764336,0.146274696795429,8,0.10343802074132,1.0,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-589.038708348102
0.0,3.00261555606541,-2.96525054877717,1.6187552,-0.6530415,1.0,4.2643775758,4.6774783,1.0,0.37335748812,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-2.1294518381,-0.1896708682,-0.50310355,0.0664785003740638,6,0.0633389742352928,0.999999999999922,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-64.57749995795646
0.0,3.08357282001,1.11865927675,1.6187552,-0.6530415,1.0,0.74286306,4.6774783,0.0,0.73984146,2.0279353,-1.0783413264,-2.7936761,0.0,-0.43656972913,0.65225875,-2.0319936449,-0.5202394,-0.50310355,0.0930139488864079,6,0.0436196773012873,0.999999992557329,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-77.3502698822632
0.0,3.2686099604,0.12372428,-2.1949524441,0.93978199908,1.0,0.74286306,2.29018981,1.0,0.14382843879,2.0279353,-0.40904278,-2.7936761,0.0,2.34822966842,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0606572694382355,6,0.0582773129805461,0.999999999760591,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-27.5893117875782
0.0,2.98594196884,0.12372428,3.74646102894532,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.73984146,1.6044453928,-2.7734913981,-2.7936761,0.0,2.3822758,0.30049741478,-2.0148079054,-0.5202394,-0.50310355,0.0474899088895765,6,0.057096557826342,1.0,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-27.42543261663661
0.0,2.36356140979,-0.425897740102619,2.0616025894,0.03339250796,1.0,0.74286306,2.22154528,1.0,0.73984146,2.7507456193,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.59392638325,0.0381879341224428,7,0.0576549632305035,0.999999999918981,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-42.46800185783021
0.0,3.37566635656,0.12372428,-4.4318093144,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.73984146,2.3531208863,-1.1529224035753,-2.7936761,1.0,-0.0816618925207011,0.65225875,-1.5325272,-0.27503829671,1.27536920414,0.121406532885454,8,0.0634120871410349,0.999999999998715,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-242.80207177188208
0.0,2.51881280461,1.30901466297304,1.6187552,-0.6530415,1.0,1.0042871946,4.6774783,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-0.9422100939,-0.5202394,-0.50310355,0.0252523985546795,4,0.0452535899895502,0.999999995228615,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-44.72331184899726
0.0,2.88042354578158,1.53862057637,1.6187552,-0.6530415,1.0,3.6991042958,4.6774783,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-1.5325272,-0.28214443205,-0.50310355,0.0429095781956921,4,0.0429842564131241,0.999999986225952,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-68.88056762605217
0.0,4.19134687291,0.12372428,1.6187552,-0.6530415,0.0,0.7175325906,7.39102244,1.0,-3.2991834,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-1.5325272,-0.5202394,0.93524663126,0.142573098164153,6,0.0901309056010053,0.999999999999474,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-211.45719054484266
0.0,4.43453778673,0.12372428,-2.1891683264,-0.6530415,1.0,0.74286306,4.44650227,0.0,0.73984146,2.0279353,-0.40904278,-3.7959449559,0.0,2.3822758,2.95971271229,-1.5325272,-0.31307565569,-2.46903665671,0.127079719879842,8,0.0846586572202857,0.999999999999943,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-506.6427634771414
0.0,2.00690639025,1.04176335881,1.6187552,1.09652024726,1.0,0.74286306,4.6774783,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-1.5325272,-0.50634102092,0.40052967242,0.0276939423426796,5,0.0466711982342977,0.99999999827713,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-36.856444006642384
0.0,1.2278153,2.29059036963,1.63700390004468,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.73984146,2.0279353,-0.40904278,-2.1360034648,0.0,2.3822758,-1.85496337225,-1.5325272,-0.5202394,-0.45322442745,0.0313535643176603,5,0.0560650761907233,0.999999998428861,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-221.6922140037477
0.0,2.38015860631,2.36362232554,-1.2973821683,-3.05498126120584,1.0,0.74286306,4.83847002,1.0,0.45256481998,2.0279353,-0.40904278,-1.4001674535,0.0,2.3822758,0.65225875,-3.0257063486,-0.5202394,-0.50310355,0.0701054723151535,8,0.0540761723218131,0.999999999997387,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-79.48716378936524
0.0,2.68636353085188,0.84936728832,2.983834612,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.73984146,2.0279353,-1.5885312301,-2.7936761,1.0,4.90516686798,0.65225875,-1.5325272,0.94522805396,-0.50310355,0.100375305110509,7,0.058132889000132,0.999999999999827,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-400.8555958409787
0.0,2.49109105138,0.12372428,-0.6569604503,1.47635770263,1.0,0.74286306,4.09787361,1.0,0.73984146,2.0279353,-1.0783413264,-2.4055924246,0.0,1.95765660115,-2.35113342608,-1.5325272,-0.5202394,-0.50310355,0.0543158429656119,8,0.0548075804105848,0.999999999885562,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-78.65057630862279
0.0,2.80338169207,0.12372428,1.6187552,-0.6530415,1.0,0.74286306,4.16420073,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-1.5325272,-0.428519639293473,-1.95629646125,0.026914808843738,4,0.0491410834959434,0.999999999815656,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-28.437241931736075
0.0,1.99564431345875,2.75119802458476,1.2863210306,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.37081514057,1.3992962231,-0.40904278,-2.7936761,0.0,0.28228350478,-0.29587772157,-1.5325272,-0.5202394,-0.50310355,0.0444984262539299,7,0.0563566836080247,0.999999999317356,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-82.00476966501554
1.0,3.0838896258,0.12372428,1.6187552,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.21579929788,2.9144088831,-0.40904278,-3.9770096944,0.0,2.3822758,2.31153751714,-3.1059612719,-0.5202394,-0.22569883126,0.102628597052545,8,0.0489919385455462,0.999999991145371,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-48.87797344815524
0.0,3.77800759145579,0.60093962959,1.6187552,-0.47648143984,1.0,2.62438412857923,4.6774783,1.0,-0.39101919958,2.0279353,-1.97276381814,-2.7936761,0.0,1.62058117869,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0622780676572086,7,0.0377968763981153,0.999999993053583,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-31.359892904757544
0.0,2.06532295588469,1.18284574490289,1.6187552,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0158719016029526,2,0.0470649938880524,0.999999994960264,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,True,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-28.24613058500685
0.0,3.98507667273,1.16767935395,1.6187552,-0.6530415,1.0,2.4116132035,4.6774783,1.0,0.73984146,3.969464141,-0.40904278,-2.7366895695,1.0,2.3822758,0.65225875,-1.5325272,-0.5202394,0.7413209205,0.111552952439376,7,0.0545274913712886,0.999999999912658,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-180.03962894978977
0.0,1.2278153,2.05762448229,-0.5800158322,-0.6530415,1.0,0.74286306,2.42223355,1.0,0.73984146,2.0279353,-0.927633091636838,-2.7936761,0.0,2.3822758,0.65225875,-3.63635262858411,-0.5202394,-0.50310355,0.0505556441911186,5,0.0544881952838133,0.999999998866233,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-32.52253304825873
0.0,2.36678908505,2.03164664519,1.6187552,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,-0.6660614587,0.65225875,-1.78710882131157,-0.5202394,-0.50310355,0.0352075030403643,4,0.0499851314519902,0.999999998184934,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-68.6347210512381
0.0,2.39104973273,0.12372428,1.6187552,-0.6530415,0.0,3.5506577226,5.32173013,1.0,0.73984146,2.0279353,-1.91465719682,-2.4268764657,0.0,2.3822758,0.65225875,-1.546388626,-0.67353384483,-0.50310355,0.096620058286049,8,0.0541840437744153,0.999999987015158,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-44.43404275045827
0.0,2.77137958659,-0.07688213574,1.6187552,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-1.5325272,0.30420678836,-1.67963431746,0.0271115871669835,4,0.0506882084590623,0.99999999996147,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-151.11105311754216
0.0,2.93667636442,0.12372428,1.6187552,-0.18268774302,1.0,3.4852310813,4.6774783,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-0.9976513363,-0.6693722562,-0.50310355,0.035775578670771,5,0.0375978752036982,0.999999999240238,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-37.3245422083378
0.0,1.2278153,1.9677319725962,1.6187552,-0.6530415,1.0,0.74286306,4.6774783,1.0,0.770933394420594,2.0279353,-0.40904278,-2.7936761,0.0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0143423736150967,2,0.0477188581844431,0.999999999389329,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-27.8785841563093
0.0,2.20086059082606,1.30901466297304,1.354295971,-0.6530415,1.0,-3.7277685798,2.60815742,1.0,0.73984146,2.0279353,-0.40904278,-2.7936761,0.0,-4.00535545845,0.65225875,-2.5736364895,-0.5202394,-0.50310355,0.0785838079892662,7,0.0579426488450255,0.999999999442878,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-81.36356511493636
0.0,2.19370691030687,0.97526872828,1.2307385788,-0.6530415,1.0,0.74286306,4.60668677,1.0,0.73984146,2.0279353,-0.95197289338,-2.7936761,0.0,5.35093618134821,-0.075266987,-1.5325272,-0.06988776436,-0.50310355,0.0351739840481009,8,0.0463594686666507,0.999999999950008,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-34.48786987276691
0.0,3.2288640612547,1.58926676310402,1.61892268106311,-0.6530415,1.0,3.2416398799,4.6774783,1.0,0.73984146,2.0279353,-0.254369480427285,-2.7936761,0.0,2.3822758,-1.98364190182,-1.588119652,-0.5202394,0.70119562945,0.0619794071175433,8,0.0482673917549007,0.999999998576722,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-605.0192992379693
0.0,2.31633708008,0.8177390604,1.6187552,1.18475235385,1.0,0.74286306,4.6774783,1.0,0.73984146,2.0279353,-0.90523899238,-1.3821018175,0.0,1.04581810418,0.65225875,-1.5325272,-0.75960600118,-0.50310355,0.0422934578651358,7,0.0419636191651561,0.999999986245755,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-23.047773433654395
0.0,2.5849781210626,0.116840689383813,1.7137538443,0.46839429459,1.0,2.8226088357,4.56692851,1.0,0.73984146,2.0279353,-0.40904278,-2.8688502914,0.0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.03027029388778,7,0.0424324181548136,0.999999987916912,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-20.964884539265963
0.0,1.69193893144,2.7577373036,1.6187552,-0.80964992009,1.0,0.74286306,4.6774783,1.0,-0.65047973856,2.0998649838,-1.08824954201192,-2.7936761,0.0,1.23811066803,2.61923993036,-1.5325272,-0.5202394,-0.50310355,0.0543931246906731,8,0.0538621870271368,0.999999999977634,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-37.8938060092914
0.0,2.27352476766,0.12372428,1.168650292,-0.6530415,1.0,-0.1864230512,4.6774783,1.0,0.77551508178,2.0279353,-0.97640148781,-3.2543290257,0.0,5.06280236303,-1.39839524378,-1.5325272,-0.5202394,-0.50310355,0.039920228104272,8,0.0530803677356457,0.999999999999019,0.0611565880797085,5.80434782608696,0.999999997399668,0.0542122490679469,False,0.014969034148366,2.14285714285714,0.999999987821192,0.045188927257341,1,12.6941563566526,23,sim,cfs,bn_20,,coverage,0,0,MOCARF,-145.80470359794543
