x1,x2,x3,x4,x5,x6,x7,x8,x9,dist_x_interest,no_changed,dist_train,neg_lik,dist_x_interest_all,no_changed_all,neg_lik_all,dist_train_all,nondom,dist_x_interest_nondom,no_changed_nondom,neg_lik_nondom,dist_train_nondom,id,runtime,job.id,problem,algorithm,dataset,n_synth,node_selector,weight_coverage,weight_proximity,cf_method,log_probs
-0.246568463474066,-0.15958166,-0.7198309,0.0,-0.694306453604491,-2.19416656399099,0.9064412,-0.7302626,1.0,0.0908847819223536,3,0.054247399159694,0.999999992791331,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-30.807195774534073
0.11911650953785,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0459152041353745,1,0.029036284993766,0.999654181374254,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-12.09509385280884
-1.06965265096343,-0.879585475878334,-0.7198309,0.0,0.7279545,-3.91252285984161,0.9064412,-0.7302626,1.0,0.0926670909170685,3,0.0764694273046811,0.999999403543579,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-42.32704060291638
-0.328610029499315,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0361513484930459,1,0.0254642506833619,0.998841440538788,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-9.042982268349448
0.239637908009665,0.495628460061708,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0573093936930671,2,0.025650522483298,0.999528182812728,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-12.12978739083384
0.354372881237041,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0510455885373102,1,0.0341666693957017,0.99994458401503,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-14.987933533235505
-1.13315713204872,-0.15958166,-0.7198309,0.0,4.99648886158537,-0.7466804,0.9064412,-0.7302626,1.0,0.0909946461410161,2,0.0979614848430991,0.999999999823121,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-76.13579955621913
-0.767832298619936,-0.15958166,-0.7198309,0.0,0.7279545,-4.03562122417287,0.9064412,-0.7302626,1.0,0.0920676484437774,2,0.0679736661711821,0.999991815241345,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-34.6659140243969
-0.42389088016851,4.42681307171919,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0954338031973019,2,0.0606063745649284,0.999999986131943,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-25.57049746787257
-0.992875160331837,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0216652989065527,1,0.0315212239450934,0.999665050382856,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,True,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-9.542992805499518
-0.42389088016851,-0.15958166,-0.7198309,0.446840287062718,0.7279545,-0.7466804,0.9064412,-0.7302626,0.857839177289287,0.0995180665085913,3,0.0908965179350549,0.999996003274583,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.371715609761928,0.424678402593668,-0.7198309,0.0,0.7279545,-2.94546303752463,4.11791804905517,-0.7302626,0.71394713119334,0.168719944847296,5,0.0790435534201214,0.999999423328004,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.266505922272156,0.0990354867776624,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0525893966565938,2,0.0287905206476561,0.99967390861186,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-13.074052887335089
-0.620458131768777,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-1.22384942136276,0.365427864458995,0.108256799715926,3,0.0592720738923564,0.996558019664996,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
-0.209974177571199,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,-0.26236249669724,-4.54204867608862,1.0,0.11256713421914,3,0.06394031923713,0.999998373172444,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-23.484605208351493
-0.488821660358729,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0326575121899816,1,0.0240359636164452,0.998355877628471,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,True,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-8.665729941824642
0.31655148798357,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,0.75762462724663,0.0771513904805285,2,0.0602724713389201,0.999948716763848,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.266505922272156,-0.15958166,-0.7198309,0.217028955896672,0.255492682095048,-0.7466804,0.9064412,-4.0987802893511,1.0,0.135592957715602,4,0.106550758922612,0.999999998493506,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.104553222597481,-1.85917105967817,3.97568399387514,0.0,1.95408765857936,0.014234453831053,0.9064412,-2.7759181665034,1.0,0.173730970865094,6,0.0990931720151563,0.999999999952734,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-31.607339513277257
-1.05522815718348,-0.15958166,-0.7198309,0.0468588359144582,0.7279545,-0.7466804,4.56638891595032,-0.7302626,1.0,0.0641575998741436,3,0.0575693155163473,0.999999653889706,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
-0.488821660358729,-0.15958166,-0.7198309,0.25518121392834,3.29149695001853,-0.7466804,0.9064412,-0.7302626,1.0,0.104485190332763,3,0.0833491672105638,0.999999873933821,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.936279549986957,-0.15958166,-0.7198309,0.0432479121920185,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0685409186597165,2,0.051661999518108,0.999999898945092,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.453242804791299,-0.30907601145911,-0.137008804862197,0.0,0.7279545,-0.7466804,0.9064412,-3.67695235536657,0.917846140283381,0.116386821197342,5,0.0802926360863264,0.99999984218065,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.11911650953785,-0.15958166,2.54975987320961,0.758524748972294,4.75814152030985,-0.7466804,0.9064412,1.50092219155799,0.825182698919497,0.279338663848486,6,0.166775788448472,1.0,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
-0.275553788210815,-0.15958166,0.310858806292311,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,1.0,0.0453095081319307,2,0.0252174349992163,0.998194056313844,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-8.622208687898548
-0.988313471674649,-0.15958166,-0.7198309,0.619992399053922,0.7279545,-0.7466804,0.9064412,-0.7302626,0.948320330810646,0.0963950083393275,3,0.0799375411727236,0.99999144703045,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.257620842288669,-0.15958166,-0.7198309,0.0,1.71868084280691,-0.475176128480847,0.9064412,-0.7302626,1.0,0.0711436646156569,3,0.0264916419726362,0.999984640644647,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-10.568563595433003
-0.0450759021515049,4.13534850699786,-0.7198309,0.0,0.7279545,-0.273488472748566,0.599719075497021,-0.7302626,1.0,0.112457077049588,4,0.0690243291206326,0.999999998840451,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-31.87962507136099
0.662496035263292,-0.15958166,-1.17400340504531,0.0,0.7279545,0.961772449167656,0.9064412,-0.218722964310522,1.0,0.103563731042907,4,0.074563269852982,0.999999999990094,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-31.846118446841512
-0.280657222150509,-0.15958166,-5.84562584549043,0.0,0.7279545,-0.7466804,2.95092884680951,0.95414428836529,1.0,0.125746721506873,4,0.075981772108688,0.999999987250048,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-45.39479897429593
-0.794998792402706,-0.753462388751073,-0.7198309,0.0,0.7279545,-1.74116063141216,0.9064412,-0.7302626,0.641713959407132,0.0935391609620317,4,0.0740498590664028,0.999997684716549,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.558334795220877,2.25858989994749,-0.7198309,0.239309540642896,3.98816480420243,-1.19579386547071,0.9064412,-0.7302626,1.0,0.178667842523973,5,0.0951003558490606,0.9999999361759,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.227059006077296,-0.15958166,-0.7198309,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,0.501914184503561,0.103612042775777,2,0.0860356361565573,0.999951148088146,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
-0.663402754783973,-0.15958166,-0.7198309,0.0,0.7279545,-3.89714691628382,0.9064412,-0.7302626,1.0,0.0915874856177818,2,0.0646013581843647,0.999999880505322,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-32.280534192551436
-1.09981136880174,-0.15958166,-0.612370678737326,0.407446684955116,0.7279545,-0.7466804,0.903401542107255,-0.7302626,0.557040765688078,0.114689117520844,5,0.125486678544794,0.999977390663343,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.926283500567797,-0.15958166,-0.7198309,0.0,4.70624447342972,-0.411570138189478,0.9064412,-2.35136597781543,1.0,0.163806974816086,4,0.0910195468809259,0.99999999999981,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-47.07584211297357
-0.470735810241676,-0.15958166,-0.609442295170282,0.0,0.7279545,-0.747658054066161,0.9064412,-0.7302626,1.0,0.0339283247456357,3,0.0235539701917341,0.99831377863455,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,True,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-8.563020528106668
-0.488821660358729,-0.15958166,4.8681971233978,0.205634934015122,0.7279545,-0.7466804,0.9064412,-0.7302626,0.2238812744263,0.185120487266079,4,0.0871737393141864,0.999999999782542,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
0.142713490926187,-0.15958166,-0.7198309,0.0,0.7279545,-0.746354420698037,0.9064412,-0.7302626,0.851377591402455,0.0629498908052661,3,0.0460709716636576,0.999745100049521,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
-0.263456587872033,-0.15958166,-5.72306119546847,0.0,0.7279545,-0.7466804,0.9064412,-0.7302626,0.949399869335175,0.0820339434346021,3,0.0573941442634804,0.999997634691058,0.109229222610605,3.3394495412844,0.999827608608941,0.0718262430498464,False,0.0332447355279416,1.8,0.998900004355131,0.02512030011246,1,25.6751160621643,36,sim,cfs,bn_10_v2,,,,,MOC,-inf
