"x2","x3","x4","dist_x_interest","no_changed","dist_train","neg_lik","dist_x_interest_all","no_changed_all","neg_lik_all","dist_train_all","nondom","dist_x_interest_nondom","no_changed_nondom","neg_lik_nondom","dist_train_nondom","id","runtime","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
-0.376798,1,1.68087955292,0.380749409269932,2,0.000810326744864184,0.100170109665498,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
-0.376798,1,2.04650088073,0.398722453626253,2,0.00377346556778178,0.0440076920652855,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
-0.376798,1,2.58370537788,0.425130104168756,2,0.00331570416565252,0.301076477296043,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
-0.376798,1,2.38604823982,0.415413765871494,2,0.00145419641712665,0.0642018792962067,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
-0.376798,1,2.58727938117,0.425305793371696,2,0.00314001496271249,0.300512971335355,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
-0.376798,1,2.4967424362,0.420855220048804,2,0.00236052305622608,0.14941796159446,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
-0.376798,1,2.09934124474,0.401319955833918,2,0.00221417194928269,0.0393571970652936,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
-0.376798,0,1.73599377191,0.0501253552571038,1,0.00478139131514845,0.47193062698964,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
-0.376798,1,2.32750537017,0.412535942525498,2,0.00334422826508835,0.0441377213573189,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
-0.376798,1,2.20300631712,0.406415875580305,2,0.00338091298250076,0.0279205065681001,0.287118182422144,2.23604465709729,0.146623200892382,0.00230840806318662,FALSE,0.0920833366003416,1.51428571428571,0.0997432087260123,0.0019382467973745,1,6.33912134170532,13,"sim","cfs","bn_5","20","coverage","0","0","ARF"
