"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","dist_x_interest","no_changed","dist_train","neg_lik","dist_x_interest_all","no_changed_all","neg_lik_all","dist_train_all","nondom","dist_x_interest_nondom","no_changed_nondom","neg_lik_nondom","dist_train_nondom","id","runtime","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
0,2.24476607514322,3.82362730856298,1.6187552,-0.6530415,1,0.74286306,4.6774783,1,0.73984146,2.0279353,-2.27303482250296,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0514688128628017,3,0.0648425576173286,1,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,4.15352754467912,0.12372428,1.6187552,-0.6530415,1,0.74286306,4.6774783,1,0.73984146,2.0279353,-0.40904278,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0272440753286063,1,0.0570274091761814,0.999999999998465,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,2.50085496818666,0.12372428,1.6187552,-0.964872948435435,1,0.74286306,4.6774783,1,0.73984146,2.0279353,-0.40904278,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0132760890404565,2,0.0438093495994467,0.999999999385833,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,2.44380979980725,-0.419916925101945,1.6187552,-5.82712913093729,1,0.74286306,4.6774783,1,0.73984146,2.0279353,-3.26111221976079,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0601656240139305,4,0.0658885887047648,0.999999999999994,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,4.87898706801098,0.12372428,1.6187552,-0.6530415,1,0.74286306,4.6774783,1,0.73984146,2.0279353,-0.40904278,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0339995154568873,1,0.0637828493044624,0.99999999999969,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,3.32321072801347,0.12372428,1.6187552,-0.6530415,1,0.74286306,4.6774783,1,0.73984146,2.0279353,-0.40904278,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0195122097150321,1,0.0492955435626072,0.99999999949769,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0.147007707291085,2.65734137622071,0.12372428,1.6187552,-2.25692206952355,1,0.74286306,6.06511989745636,1,0.73984146,2.0279353,-1.94342489359564,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0481041361304802,5,0.0616730396586403,0.999999999999856,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,2.85903419324815,2.81611379830649,1.6187552,-0.6530415,1,0.74286306,4.6774783,1,0.73984146,2.0279353,-0.40904278,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0357123633491555,2,0.0537812442490259,0.99999999967857,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,2.719583252884,-0.522469785057105,6.25133608092522,-4.89617043205494,0.19178076139048,0.74286306,4.6774783,0.897779597209735,0.73984146,2.0279353,-0.40904278,-2.7936761,0,7.60740431194812,2.87211341379816,-1.5325272,-0.5202394,-0.50310355,0.127491749974914,8,0.118371832336719,1,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,1.2278153,3.64325131208652,1.6187552,-0.6530415,1,0.74286306,4.6774783,1,0.73984146,2.0279353,0.592796571468691,-0.167837856211166,0.579749438848342,2.3822758,0.65225875,-1.5325272,6.4208099215541,0.405117844176676,0.123501459164487,6,0.120686735097376,1,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,2.41860602376217,0.12372428,1.60247894458762,-0.6530415,1,-0.851961960127072,4.6774783,1,0.73984146,-0.155050407450622,-0.40904278,-2.7936761,0,2.3822758,0.65225875,0.428503177576659,8.92510742941616,1.1192222937761,0.0963180932834101,7,0.104083924766227,1,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,4.73503109498365,0.12372428,1.6187552,-0.6530415,1,0.74286306,4.6774783,1,0.73984146,2.0279353,-0.40904278,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0326590051656608,1,0.062442339013236,0.999999999999558,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
0,2.41358699543508,0.12372428,1.6187552,-0.666051699721085,1,0.74286306,4.6774783,1,0.73984146,2.0279353,-0.40904278,-2.7936761,0,2.3822758,0.65225875,-1.5325272,-0.5202394,-0.50310355,0.0111011547091309,2,0.0443590145778189,0.999999999309175,0.0893791450556946,5.69060773480663,0.999999999946316,0.0939403907164926,FALSE,0.00860271167079145,1,0.999999999328814,0.0419791962401379,1,1.42258701721827,24,"sim","cfs","bn_20","NA","NA","NA","NA","MOC"
