"x2","x3","x4","dist_x_interest","no_changed","dist_train","neg_lik","dist_x_interest_all","no_changed_all","neg_lik_all","dist_train_all","nondom","dist_x_interest_nondom","no_changed_nondom","neg_lik_nondom","dist_train_nondom","id","runtime","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
-0.376798,0,3.57386228934251,0.140470446947342,1,0.0446230483091801,0.999943939263634,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
-0.376798,0,3.01556856992165,0.11302610215731,1,0.0281376262920762,0.998038127074035,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
-0.376798,0,4.63239881994315,0.192505496793117,1,0.0966580981549551,0.999999999997029,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
-0.376798,0,1.8652843658554,0.0564809625564772,1,0.00226446393400655,0.529762219667704,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
-0.376798,0,3.21623048728354,0.122890148007622,1,0.0291484137647011,0.998486510291661,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
-0.376798,0,3.68034350798632,0.14570480151102,1,0.0498574028728584,0.999985822788356,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
-0.376798,0,2.65784535815473,0.0954413097413886,1,0.0105528338761543,0.984414994637212,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
-0.376798,0,1.69448895307778,0.0480850805435338,1,0.00389051894041638,0.516086872167601,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
-0.376798,0,2.45311359003169,0.0853772000471759,1,0.00406240936215433,0.93590321685508,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
-0.376798,0,0.883586518728959,0.00822311322204849,1,0.00215173049176129,0.182024191467612,0.134276894774044,1.77710843373494,0.804074015247867,0.0474067024518759,FALSE,0.0111785068829302,1.2,0.199975760623194,0.00150746654159844,1,22.9815094470978,16,"sim","cfs","bn_5","NA","NA","NA","NA","MOC"
