"x2","x3","x4","x5","x6","x7","x8","x9","dist_x_interest","no_changed","dist_train","neg_lik","dist_x_interest_all","no_changed_all","neg_lik_all","dist_train_all","nondom","dist_x_interest_nondom","no_changed_nondom","neg_lik_nondom","dist_train_nondom","id","runtime","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
4.02124327748131,-3.0057974,1,-2.08715102788763,-1.959595,1,-1.4887545,0.350992866558954,0.153057854108299,3,0.0972856485885368,0.999999335412888,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
-0.975985746888603,-3.0057974,1,-1.19088556930814,-1.959595,1,-1.4887545,0,0.069296659442381,2,0.0140744352783284,0.979607365245308,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
-4.14802396173516,2.11561537985826,1,-1.61881252736173,-1.959595,1,-1.4887545,0,0.138866845921532,3,0.0253643911557296,0.999995485343801,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
-3.40538745434453,-3.0057974,1,0.573268301340914,-1.959595,1,-1.4887545,0,0.0543422262480194,2,0.041057401233901,0.999931067476346,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
1.09884038513485,-3.0057974,1,-2.3204364774734,-1.959595,1,-1.4887545,0,0.0823714829553115,2,0.0394022247667732,0.999998422539258,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
0.6810715,-3.0057974,1,-1.56717717919197,-1.959595,1,-1.4887545,0,0.0598812910254533,1,0.0182281086883241,0.999009169940586,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
2.81267263492672,-3.0057974,1,-1.10890071073918,-1.959595,1,-1.4887545,0,0.0726043943527817,2,0.0324160251910052,0.999626972151813,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
-3.05547690234394,-3.0057974,1,-0.0204830475493909,-1.959595,1,-1.4887545,0,0.064552347880573,2,0.0235925493553581,0.999559226623255,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
0.6810715,-3.0057974,1,-2.23537884567688,-1.959595,0.486915330622205,-1.4887545,0.402503888738157,0.190178690355259,3,0.131297793525208,0.999999322267315,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
0.6810715,4.2119232219047,1,-1.84018523009599,-1.959595,1,-1.4887545,0,0.100619938465975,2,0.0428497961848332,0.999994092379253,0.126076144551399,3.16312056737589,0.999057295710468,0.0663166576847363,FALSE,0.0286151249833508,1,0.996636712179387,0.0126858886855391,1,30.6485800743103,20,"sim","cfs","bn_10","NA","NA","NA","NA","MOC"
